297, 606, 950, 50, 0
492, 346, 530, 50, 0
272, -1399, 50, 2065, 0
1202, -1394, 50, 2030, 0
282, 111, 355, 50, 0
892, 111, 355, 50, 0
492, -139, 540, 50, 0
282, -419, 360, 50, 0
872, -419, 380, 50, 0
492, -669, 535, 50, 0
282, -934, 340, 50, 0
872, -934, 365, 50, 0
492, -1184, 535, 50, 0
197, -1429, 410, 50, 0
872, -1414, 380, 50, 0
602, -1659, 50, 280, 0
377, -1659, 575, 50, 0
1127, -2399, 50, 1015, 0
612, -1934, 545, 50, 0
367, -2149, 50, 545, 0
367, -2149, 335, 50, 0
892, -2149, 50, 250, 0
707, -2404, 465, 50, 0
1042, -2404, 50, 50, 0
442, -2419, 50, 290, 0
687, -2639, 50, 265, 0
227, -2679, 520, 50, 0
187, -2679, 50, 1300, 0
422, -1564, 130, 105, 1
change
587, 271, 20, 1, 30, (144, 238, 144), 5, 0, 465
747, 156, 20, 1, 30, (144, 238, 144), 5, 0, 465
997, 246, 20, 1, 30, (144, 238, 144), 5, 0, 465
1122, 36, 20, 1, 30, (144, 238, 144), 5, 0, 465
817, -219, 20, 1, 30, (144, 238, 144), 5, 0, 465
502, -234, 20, 1, 30, (144, 238, 144), 5, 0, 465
602, 46, 20, 1, 30, (144, 238, 144), 5, 0, 465
437, -74, 20, 1, 30, (144, 238, 144), 5, 0, 465
757, -454, 20, 1, 30, (144, 238, 144), 5, 0, 465
1017, -454, 20, 1, 30, (144, 238, 144), 5, 0, 465
1102, -214, 20, 1, 30, (144, 238, 144), 5, 0, 465
397, 236, 20, 1, 30, (144, 238, 144), 5, 0, 465
1132, 281, 20, 1, 30, (144, 238, 144), 5, 0, 465
937, -9, 20, 1, 30, (144, 238, 144), 5, 0, 465
937, -224, 20, 1, 30, (144, 238, 144), 5, 0, 465
582, -509, 20, 1, 30, (144, 238, 144), 5, 0, 465
442, -654, 20, 1, 30, (144, 238, 144), 5, 0, 465
592, -784, 20, 1, 30, (144, 238, 144), 5, 0, 465
1127, -624, 20, 1, 30, (144, 238, 144), 5, 0, 465
927, -779, 20, 1, 30, (144, 238, 144), 5, 0, 465
757, -949, 20, 1, 30, (144, 238, 144), 5, 0, 465
502, -1039, 20, 1, 30, (144, 238, 144), 5, 0, 465
462, -1289, 20, 1, 30, (144, 238, 144), 5, 0, 465
682, -1274, 20, 1, 30, (144, 238, 144), 5, 0, 465
877, -1274, 20, 1, 30, (144, 238, 144), 5, 0, 465
1087, -1189, 20, 1, 30, (144, 238, 144), 5, 0, 465
1072, -1019, 20, 1, 30, (144, 238, 144), 5, 0, 465
907, -1019, 20, 1, 30, (144, 238, 144), 5, 0, 465
462, -824, 20, 1, 30, (144, 238, 144), 5, 0, 465
772, -754, 20, 1, 30, (144, 238, 144), 5, 0, 465
1082, -754, 20, 1, 30, (144, 238, 144), 5, 0, 465
857, 266, 20, 1, 30, (144, 238, 144), 5, 0, 465
697, -264, 20, 1, 30, (144, 238, 144), 5, 0, 465
462, -504, 20, 1, 30, (144, 238, 144), 5, 0, 465
742, 26, 20, 1, 30, (144, 238, 144), 5, 0, 465
632, -1024, 20, 1, 30, (144, 238, 144), 5, 0, 465
397, -1114, 20, 1, 30, (144, 238, 144), 5, 0, 465
902, -524, 20, 1, 30, (144, 238, 144), 5, 0, 465
777, -729, 20, 1, 30, (144, 238, 144), 5, 0, 465
807, -1499, 20, 1, 30, (144, 238, 144), 5, 0, 495
1042, -1589, 20, 1, 30, (144, 238, 144), 5, 0, 495
917, -1729, 20, 1, 30, (144, 238, 144), 5, 0, 495
722, -1729, 20, 1, 30, (144, 238, 144), 5, 0, 495
487, -1779, 20, 1, 30, (144, 238, 144), 5, 0, 495
967, -1499, 20, 1, 30, (144, 238, 144), 5, 0, 495
1052, -1809, 20, 1, 30, (144, 238, 144), 5, 0, 495
837, -1824, 20, 1, 30, (144, 238, 144), 5, 0, 495
622, -1779, 20, 1, 30, (144, 238, 144), 5, 0, 495
532, -1924, 20, 1, 30, (144, 238, 144), 5, 0, 510
642, -2004, 20, 1, 30, (144, 238, 144), 5, 0, 510
787, -2004, 20, 1, 30, (144, 238, 144), 5, 0, 510
1067, -2014, 20, 1, 30, (144, 238, 144), 5, 0, 510
1007, -2159, 20, 1, 30, (144, 238, 144), 5, 0, 510
1107, -2239, 20, 1, 30, (144, 238, 144), 5, 0, 510
942, -2239, 20, 1, 30, (144, 238, 144), 5, 0, 510
802, -2114, 20, 1, 30, (144, 238, 144), 5, 0, 510
727, -2249, 20, 1, 30, (144, 238, 144), 5, 0, 510
822, -2284, 20, 1, 30, (144, 238, 144), 5, 0, 510
617, -2209, 20, 1, 30, (144, 238, 144), 5, 0, 510
587, -2339, 20, 1, 30, (144, 238, 144), 5, 0, 510
572, -2534, 20, 1, 30, (144, 238, 144), 5, 0, 510
377, -2469, 20, 1, 30, (144, 238, 144), 5, 0, 545
282, -2329, 20, 1, 30, (144, 238, 144), 5, 0, 545
322, -2084, 20, 1, 30, (144, 238, 144), 5, 0, 655
322, -1874, 20, 1, 30, (144, 238, 144), 5, 0, 655
292, -1634, 20, 1, 30, (144, 238, 144), 5, 0, 655
347, -1494, 20, 1, 30, (144, 238, 144), 5, 0, 655
342, -1494, 20, 1, 30, (144, 238, 144), 5, 0, 655
boss
changey
