577, 331, 50, 335, 0
577, 636, 385, 50, 0
912, 641, 50, 745, 0
-238, 326, 865, 50, 0
212, -254, 50, 1670, 0
562, -704, 50, 720, 0
-728, -704, 980, 50, 0
192, -1044, 745, 50, 0
922, -1044, 50, 705, 0
562, -389, 405, 50, 0
-228, -1389, 50, 1355, 0
-713, -689, 50, 2410, 0
-713, 1021, 515, 50, 0
-233, 346, 50, 385, 0
-238, 1366, 1955, 50, 0
-228, -1389, 1540, 50, 0
1277, -1394, 50, 1400, 0
957, -14, 50, 325, 0
957, 296, 1070, 50, 0
1262, 301, 50, 815, 0
1272, 1071, 430, 50, 0
1667, 1066, 50, 355, 0
-713, 1696, 1315, 50, 0
562, 1371, 50, 370, 0
1272, -14, 375, 50, 0
1627, -1154, 50, 1185, 0
1987, -804, 50, 1145, 0
1627, -1179, 805, 50, 0
1987, -804, 420, 50, 0
3842, -1164, 50, 400, 1
change
372, -114, 50, 2, 45, [0, 255, 0], 3, 0, 635
42, 251, 50, 2, 45, [0, 255, 0], 3, 0, 635
-423, 701, 50, 2, 45, [0, 255, 0], 3, 0, 635
-453, -429, 400, 40, 160, [0, 0, 0], 1, 0, 220
2, 881, 400, 40, 160, [0, 0, 0], 1, 0, 220
-533, 1201, 100, 10, 100, [0, 100, 0], 2, 0, 520
-153, 1541, 20, 1, 30, [144, 238, 144], 5, 0, 520
232, 1541, 20, 1, 30, [144, 238, 144], 5, 0, 520
1097, 606, 20, 1, 30, [144, 238, 144], 5, 0, 560
1172, 496, 20, 1, 30, [144, 238, 144], 5, 0, 560
1052, 456, 20, 1, 30, [144, 238, 144], 5, 0, 560
1077, 971, 50, 2, 45, [0, 255, 0], 3, 0, 560
1187, 1201, 50, 2, 45, [0, 255, 0], 3, 0, 560
1527, 1206, 50, 2, 45, [0, 255, 0], 3, 0, 560
1122, -774, 100, 10, 100, [0, 100, 0], 2, 0, 560
732, -1179, 100, 10, 100, [0, 100, 0], 2, 0, 560
22, -899, 50, 2, 45, [0, 255, 0], 3, 0, 560
1527, 161, 100, 10, 100, [0, 100, 0], 2, 0, 560
1817, -264, 100, 10, 100, [0, 100, 0], 2, 0, 560
1852, -944, 400, 40, 160, [0, 0, 0], 1, 0, 210
3562, -1164, 400, 40, 160, [0, 0, 0], 1, 0, 210
2977, -764, 400, 40, 160, [0, 0, 0], 1, 0, 210
2767, -1219, 20, 1, 30, [144, 238, 144], 5, 0, 350
2897, -1174, 20, 1, 30, [144, 238, 144], 5, 0, 350
3117, -1199, 20, 1, 30, [144, 238, 144], 5, 0, 350
3327, -689, 20, 1, 30, [144, 238, 144], 5, 0, 620
3477, -749, 20, 1, 30, [144, 238, 144], 5, 0, 620
3632, -599, 20, 1, 30, [144, 238, 144], 5, 0, 620
3472, -629, 20, 1, 30, [144, 238, 144], 5, 0, 855
3612, -749, 20, 1, 30, [144, 238, 144], 5, 0, 855
2502, -574, 20, 1, 30, [144, 238, 144], 5, 0, 780
2552, -579, 20, 1, 30, [144, 238, 144], 5, 0, 780
2472, -604, 20, 1, 30, [144, 238, 144], 5, 0, 780
3607, -1199, 20, 1, 30, [144, 238, 144], 5, 0, 780
3787, -994, 20, 1, 30, [144, 238, 144], 5, 0, 780
boss
0, 2382, -1459
changey
