552, 201, 50, 600, 0
552, 801, 1800, 50, 0
552, 151, 1600, 50, 0
2352, -999, 50, 1850, 0
2102, -1249, 50, 1450, 0
2102, -1299, 1800, 50, 0
2352, -999, 1750, 50, 0
4102, -1799, 50, 850, 0
3902, -1799, 50, 550, 0
4102, -1849, 500, 50, 0
3452, -1849, 500, 50, 0
3452, -2849, 50, 1000, 0
4552, -2849, 50, 1000, 0
3452, -2899, 1150, 50, 0
4017, -2799, 20, 20, 1
change
1252, 301, 50, 2, 45, [0, 255, 0], 3, 0, 1000
1237, 661, 50, 2, 45, [0, 255, 0], 3, 0, 1000
1509, 481, 100, 10, 100, [0, 100, 0], 2, 0, 1000
1739, 326, 50, 2, 45, [0, 255, 0], 3, 0, 1000
1744, 646, 50, 2, 45, [0, 255, 0], 3, 0, 1000
2591, -1116, 100, 10, 100, [0, 100, 0], 2, 0, 695
2906, -1121, 100, 10, 100, [0, 100, 0], 2, 0, 775
3216, -1136, 100, 10, 100, [0, 100, 0], 2, 0, 775
3545, -1131, 100, 10, 100, [0, 100, 0], 2, 0, 760
3662, -2019, 50, 2, 45, [0, 255, 0], 3, 0, 595
4362, -2004, 50, 2, 45, [0, 255, 0], 3, 0, 635
3877, -1939, 50, 2, 45, [0, 255, 0], 3, 0, 660
4177, -1934, 50, 2, 45, [0, 255, 0], 3, 0, 640
3877, -2119, 50, 2, 45, [0, 255, 0], 3, 0, 675
4182, -2104, 50, 2, 45, [0, 255, 0], 3, 0, 625
3762, -2459, 100, 10, 100, (0, 100, 0), 2, 0, 850
3637, -2229, 50, 2, 45, (0, 255, 0), 3, 0, 800
4392, -2219, 50, 2, 45, (0, 255, 0), 3, 0, 820
4262, -2464, 100, 10, 100, (0, 100, 0), 2, 0, 840
4037, -2304, 100, 10, 100, (0, 100, 0), 2, 0, 800
4027, -2014, 50, 2, 45, (0, 255, 0), 3, 0, 690
changey
